Gmt time,Open,High,Low,Close,Volume
01.08.2018 00:00:00.000,1.16890,1.16922,1.16796,1.16797,27120.96
01.08.2018 04:00:00.000,1.16796,1.16938,1.16721,1.16873,41952.8906
01.08.2018 08:00:00.000,1.16872,1.16902,1.16771,1.16863,42047.048800000004
01.08.2018 12:00:00.000,1.16861,1.16994,1.16640,1.16647,60955.571299999996
01.08.2018 16:00:00.000,1.16647,1.16775,1.16572,1.16622,40985.2299
01.08.2018 20:00:00.000,1.16622,1.16655,1.16579,1.16631,15989.8999
02.08.2018 00:00:00.000,1.16632,1.16675,1.16505,1.16508,26570.44
02.08.2018 04:00:00.000,1.16508,1.16538,1.16249,1.16311,34972.520000000004
02.08.2018 08:00:00.000,1.16315,1.16342,1.16011,1.16172,53125.161199999995
02.08.2018 12:00:00.000,1.16170,1.16320,1.16071,1.16121,59555.749
02.08.2018 16:00:00.000,1.16121,1.16196,1.15840,1.15888,38282.2099
02.08.2018 20:00:00.000,1.15886,1.15901,1.15816,1.15850,16653.3498
03.08.2018 00:00:00.000,1.15851,1.15930,1.15811,1.15907,23035.5898
03.08.2018 04:00:00.000,1.15907,1.15949,1.15619,1.15621,34906.8295
03.08.2018 08:00:00.000,1.15619,1.16105,1.15615,1.15960,52447.0303
03.08.2018 12:00:00.000,1.15960,1.16093,1.15603,1.15953,82124.2207
03.08.2018 16:00:00.000,1.15953,1.15995,1.15695,1.15728,36696.8193
03.08.2018 20:00:00.000,1.15728,1.15730,1.15635,1.15670,4654.3301
04.08.2018 00:00:00.000,1.15670,1.15670,1.15670,1.15670,0
04.08.2018 04:00:00.000,1.15670,1.15670,1.15670,1.15670,0
04.08.2018 08:00:00.000,1.15670,1.15670,1.15670,1.15670,0
04.08.2018 12:00:00.000,1.15670,1.15670,1.15670,1.15670,0
04.08.2018 16:00:00.000,1.15670,1.15670,1.15670,1.15670,0
04.08.2018 20:00:00.000,1.15670,1.15670,1.15670,1.15670,0
05.08.2018 00:00:00.000,1.15670,1.15670,1.15670,1.15670,0
05.08.2018 04:00:00.000,1.15670,1.15670,1.15670,1.15670,0
05.08.2018 08:00:00.000,1.15670,1.15670,1.15670,1.15670,0
05.08.2018 12:00:00.000,1.15670,1.15670,1.15670,1.15670,0
05.08.2018 16:00:00.000,1.15670,1.15670,1.15670,1.15670,0
05.08.2018 20:00:00.000,1.15663,1.15705,1.15601,1.15615,9090.0898
06.08.2018 00:00:00.000,1.15615,1.15686,1.15569,1.15635,23483.3799
06.08.2018 04:00:00.000,1.15634,1.15695,1.15500,1.15646,36078.1802
06.08.2018 08:00:00.000,1.15647,1.15674,1.15300,1.15418,45088.5498
06.08.2018 12:00:00.000,1.15422,1.15702,1.15363,1.15631,52577.0801
06.08.2018 16:00:00.000,1.15631,1.15653,1.15481,1.15538,32407.06
06.08.2018 20:00:00.000,1.15538,1.15591,1.15501,1.15579,16002.8801
07.08.2018 00:00:00.000,1.15580,1.15636,1.15549,1.15556,21752.5699
07.08.2018 04:00:00.000,1.15554,1.15835,1.15515,1.15769,36244.059
07.08.2018 08:00:00.000,1.15769,1.16038,1.15734,1.16021,49153.968700000005
07.08.2018 12:00:00.000,1.16022,1.16082,1.15859,1.15965,53267.8798
07.08.2018 16:00:00.000,1.15965,1.15995,1.15820,1.15971,34572.19
07.08.2018 20:00:00.000,1.15971,1.16047,1.15940,1.16029,13341.340100000001
08.08.2018 00:00:00.000,1.16029,1.16200,1.15996,1.16186,24336.780199999997
08.08.2018 04:00:00.000,1.16186,1.16281,1.16053,1.16100,41055.539000000004
